time,kWh,kW,year,month,day,?,"9,830.07 kWh",??,721.44 kW,??.1,??.2,"2,118.60 kVarh",CO2,4.70 tCO2,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,source_file,"8,900.82 kWh",715.32 kW,"1,645.56 kVarh",4.26 tCO2,"9,818.64 kWh",699.84 kW,"2,094.21 kVarh",4.69 tCO2,"10,455.39 kWh",762.48 kW,"2,339.91 kVarh",5.00 tCO2,"8,543.43 kWh",641.52 kW,"1,552.32 kVarh",4.08 tCO2,"7,029.36 kWh",505.80 kW,"1,359.36 kVarh",3.36 tCO2,"8,550.90 kWh",704.52 kW,"1,805.49 kVarh",4.09 tCO2,"10,012.86 kWh",733.32 kW,"2,048.49 kVarh",4.79 tCO2,"10,463.85 kWh",778.68 kW,"2,193.57 kVarh"
2025-10-29 00:30:00,55.71,222.84,2025.0,1.0,1970-01-01 00:00:00.000000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,49.41,197.64,2024.0,11.0,1970-01-01 00:00:00.000000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.04,200.16,2025.0,1.0,1970-01-01 00:00:00.000000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.76,203.04,2024.0,12.0,1970-01-01 00:00:00.000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.19,212.76,2024.0,11.0,1970-01-01 00:00:00.000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,52.74,210.96,2025.0,2.0,1970-01-01 00:00:00.000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.28,213.12,2025.0,1.0,1970-01-01 00:00:00.000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,46.98,187.92,2024.0,12.0,1970-01-01 00:00:00.000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,45.63,182.52,2024.0,11.0,1970-01-01 00:00:00.000000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,42.93,171.72,2024.0,11.0,1970-01-01 00:00:00.000000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,55.8,223.2,2025.0,2.0,1970-01-01 00:00:00.000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,46.53,186.12,2025.0,1.0,1970-01-01 00:00:00.000000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,55.17,220.68,2025.0,2.0,1970-01-01 00:00:00.000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.67,202.68,2025.0,1.0,1970-01-01 00:00:00.000000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,46.62,186.48,2024.0,12.0,1970-01-01 00:00:00.000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.21,204.84,2024.0,12.0,1970-01-01 00:00:00.000000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.97,191.88,2025.0,2.0,1970-01-01 00:00:00.000000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.79,191.16,2025.0,1.0,1970-01-01 00:00:00.000000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.97,191.88,2025.0,2.0,1970-01-01 00:00:00.000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,54.63,218.52,2024.0,11.0,1970-01-01 00:00:00.000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,45.45,181.8,2025.0,1.0,1970-01-01 00:00:00.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.4,201.6,2024.0,12.0,1970-01-01 00:00:00.000000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,43.2,172.8,2024.0,11.0,1970-01-01 00:00:00.000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.94,203.76,2025.0,2.0,1970-01-01 00:00:00.000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.64,214.56,2025.0,1.0,1970-01-01 00:00:00.000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.34,189.36,2024.0,12.0,1970-01-01 00:00:00.000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.57,206.28,2025.0,1.0,1970-01-01 00:00:00.000000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,48.78,195.12,2024.0,12.0,1970-01-01 00:00:00.000000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,62.73,250.92,2025.0,2.0,1970-01-01 00:00:00.000000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.97,191.88,2025.0,2.0,1970-01-01 00:00:00.000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.57,206.28,2025.0,1.0,1970-01-01 00:00:00.000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,56.07,224.28,2025.0,2.0,1970-01-01 00:00:00.000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,45.0,180.0,2024.0,11.0,1970-01-01 00:00:00.000000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,54.45,217.8,2024.0,11.0,1970-01-01 00:00:00.000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.64,214.56,2024.0,11.0,1970-01-01 00:00:00.000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,54.45,217.8,2024.0,11.0,1970-01-01 00:00:00.000000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.12,204.48,2025.0,1.0,1970-01-01 00:00:00.000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.28,213.12,2025.0,1.0,1970-01-01 00:00:00.000000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,52.38,209.52,2025.0,2.0,1970-01-01 00:00:00.000000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.52,190.08,2025.0,2.0,1970-01-01 00:00:00.000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,48.24,192.96,2024.0,12.0,1970-01-01 00:00:00.000000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.22,200.88,2024.0,11.0,1970-01-01 00:00:00.000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.57,206.28,2024.0,12.0,1970-01-01 00:00:00.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,48.15,192.6,2025.0,1.0,1970-01-01 00:00:00.000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.07,188.28,2025.0,2.0,1970-01-01 00:00:00.000000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,54.72,218.88,2024.0,12.0,1970-01-01 00:00:00.000000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.7,190.8,2024.0,12.0,1970-01-01 00:00:00.000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,54.99,219.96,2024.0,12.0,1970-01-01 00:00:00.000000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,45.54,182.16,2024.0,11.0,1970-01-01 00:00:00.000000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,44.73,178.92,2025.0,2.0,1970-01-01 00:00:00.000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,43.92,175.68,2024.0,11.0,1970-01-01 00:00:00.000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,48.78,195.12,2024.0,12.0,1970-01-01 00:00:00.000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.85,203.4,2024.0,11.0,1970-01-01 00:00:00.000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,48.96,195.84,2025.0,1.0,1970-01-01 00:00:00.000000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.12,204.48,2025.0,1.0,1970-01-01 00:00:00.000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.82,215.28,2025.0,1.0,1970-01-01 00:00:00.000000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.04,200.16,2025.0,2.0,1970-01-01 00:00:00.000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,49.41,197.64,2025.0,2.0,1970-01-01 00:00:00.000000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.3,205.2,2025.0,2.0,1970-01-01 00:00:00.000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.22,200.88,2024.0,12.0,1970-01-01 00:00:00.000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,45.36,181.44,2024.0,12.0,1970-01-01 00:00:00.000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.57,206.28,2025.0,2.0,1970-01-01 00:00:00.000000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,55.71,222.84,2025.0,1.0,1970-01-01 00:00:00.000000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.01,212.04,2024.0,11.0,1970-01-01 00:00:00.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.4,201.6,2024.0,11.0,1970-01-01 00:00:00.000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,52.02,208.08,2025.0,1.0,1970-01-01 00:00:00.000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.37,213.48,2025.0,1.0,1970-01-01 00:00:00.000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,46.98,187.92,2025.0,1.0,1970-01-01 00:00:00.000000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,49.77,199.08,2025.0,1.0,1970-01-01 00:00:00.000000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.84,207.36,2024.0,11.0,1970-01-01 00:00:00.000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.39,205.56,2024.0,12.0,1970-01-01 00:00:00.000000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.31,201.24,2024.0,12.0,1970-01-01 00:00:00.000000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,53.91,215.64,2025.0,1.0,1970-01-01 00:00:00.000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,45.81,183.24,2024.0,11.0,1970-01-01 00:00:00.000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,52.2,208.8,2024.0,12.0,1970-01-01 00:00:00.000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,48.96,195.84,2024.0,12.0,1970-01-01 00:00:00.000000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,49.86,199.44,2025.0,2.0,1970-01-01 00:00:00.000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,47.61,190.44,2025.0,2.0,1970-01-01 00:00:00.000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,55.62,222.48,2024.0,12.0,1970-01-01 00:00:00.000000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,52.47,209.88,2024.0,11.0,1970-01-01 00:00:00.000000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,54.0,216.0,2025.0,2.0,1970-01-01 00:00:00.000000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,50.04,200.16,2024.0,11.0,1970-01-01 00:00:00.000000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,51.39,205.56,2025.0,1.0,1970-01-01 00:00:00.000000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,56.34,225.36,2025.0,1.0,1970-01-01 00:00:00.000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,54.0,216.0,2025.0,1.0,1970-01-01 00:00:00.000000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:30:00,45.9,183.6,2025.0,2.0,1970-01-01 00:00:00.000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,56.34,225.36,2024.0,12.0,1970-01-01 00:00:00.000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,53.37,213.48,2024.0,12.0,1970-01-01 00:00:00.000000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,52.92,211.68,2024.0,11.0,1970-01-01 00:00:00.000000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,53.73,214.92,2025.0,2.0,1970-01-01 00:00:00.000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,57.69,230.76,2024.0,12.0,1970-01-01 00:00:00.000000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,48.87,195.48,2024.0,11.0,1970-01-01 00:00:00.000000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,53.28,213.12,2024.0,11.0,1970-01-01 00:00:00.000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,46.89,187.56,2024.0,11.0,1970-01-01 00:00:00.000000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,61.74,246.96,2025.0,1.0,1970-01-01 00:00:00.000000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,52.56,210.24,2024.0,11.0,1970-01-01 00:00:00.000000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,53.37,213.48,2024.0,11.0,1970-01-01 00:00:00.000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,55.98,223.92,2024.0,12.0,1970-01-01 00:00:00.000000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,52.02,208.08,2024.0,12.0,1970-01-01 00:00:00.000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,51.93,207.72,2024.0,11.0,1970-01-01 00:00:00.000000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,52.47,209.88,2024.0,12.0,1970-01-01 00:00:00.000000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,59.49,237.96,2025.0,1.0,1970-01-01 00:00:00.000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,54.36,217.44,2025.0,1.0,1970-01-01 00:00:00.000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 00:45:00,53.64,214.56,2025.0,2.0,1970-01-01 00:00:00.000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
